,Sector,2015 PRICE VAR [%],Class,Revenue,Revenue Growth,Gross Margin,Operating Income,Net Income,Net Profit Margin,returnOnEquity,returnOnAssets,PE ratio,Price to Sales Ratio,EV to Sales,Debt to Equity,Current ratio,Operating Cash Flow,Free Cash Flow,EPS Diluted Growth,Net Income Growth
BREW,Consumer Defensive,-34.863816053819,0,200022000.0,0.1163,0.2935,5710000.0,3077000.0,0.0154,0.0267,0.026,83.375,1.2721,1.3416,0.1289,1.271,9911000.0,-5618000.0,0.6,0.5707
SEED,Consumer Defensive,-3.3783783348395584,0,67508455.2846,-0.1417,0.2747,-3980325.2033,-1549105.6911,-0.0229,-0.0372,0.0629,0.0,0.1192,,1.1322,0.1442,-13925040.6504,-14738211.3821,-2.307,-2.2659
COKE,Consumer Defensive,104.5909560379332,1,1746369000.0,0.064,0.4038,85967000.0,31354000.0,0.018,0.1708,0.068,26.0178,0.4669,0.7501,2.7439,1.262,91903000.0,9240000.0,0.1309,0.1329
ANFI,Consumer Defensive,-33.063924419661824,0,547344368.0,0.3231,0.2431,96014516.0,29956327.0,0.0547,0.1947,0.1692,16.3846,1.1107,,1.2408,1.638,2998321.0,-321670.0,0.6508,0.9896
DL,Consumer Defensive,-7.1428541435721735,0,97196000.0,0.3621,0.5905,24556000.0,23409000.0,0.2408,0.2379,0.2653,20.6029,19.5358,,0.1685,2.075,44093000.0,41400000.0,0.7,0.7258
COE,Consumer Defensive,-92.29908627226126,0,8429124.9596,1.3601,0.5745,-15112528.2531,-16419438.166,-1.9479,0.6109,-0.1573,0.0,10.6587,,0.0,0.3074,-2496125.2825,-3702453.9877,-5.9786,-5.2512
LBCC,Consumer Defensive,2292.8570645500204,1,1744440.0,,0.1377,-3041083.0,-3151381.0,-1.8065,2.6695,-7.3318,0.0,21.5772,21.442,-1.3333,1.196,-2481308.0,-2677403.0,,
SENEA,Consumer Defensive,7.333331637912327,1,1340208000.0,0.0501,0.0688,24906000.0,13779000.0,0.0103,0.035,0.0216,25.3871,0.2523,0.4142,0.5863,4.449,55628000.0,38601000.0,-0.6555,-0.6673
CHSCM,Consumer Defensive,12.049780756464632,1,42664000000.0,,0.0386039752484529,1045000000.0,1081000000.0,0.0253375210950679,,,,,,,,1427000000.0,483000000.0,,
CHSCN,Consumer Defensive,10.170980199111892,1,42664000000.0,,0.0386039752484529,1045000000.0,1081000000.0,0.0253375210950679,,,,,,,,1427000000.0,483000000.0,,
BRID,Consumer Defensive,12.258062055034022,1,133401000.0,0.0341,0.2898,-4432000.0,-4344000.0,-0.0326,-0.172,-0.1443,0.0,0.5641,0.5626,0.0,2.24,-4021000.0,-7735000.0,-2.5,-2.4897
CHSCL,Consumer Defensive,14.622289050357685,1,42664000000.0,,0.0386039752484529,1045000000.0,1081000000.0,0.0253375210950679,,,,,,,,1427000000.0,483000000.0,,
LFVN,Consumer Defensive,3.0303105365945693,1,213968000.0,0.0278,0.8449,19448000.0,11383000.0,0.0532,2.8529,0.4701,13.44,0.6979,0.7418,7.4619,1.761,12105000.0,10207000.0,0.6905,0.4962
NAII,Consumer Defensive,94.3608988523552,1,73942000.0,0.1775,0.1723,2777000.0,1994000.0,0.027,0.047,0.0497,18.2069,0.4997,0.2358,0.0,4.261,5347000.0,2875000.0,0.2609,0.2701
SANW,Consumer Defensive,11.345642022866544,1,51533643.0,0.3802,0.1935,1061935.0,373100.0,0.0072,0.0072,0.0114,216.3333,1.467,1.8443,0.4001,1.6769999999999998,-17867038.0,-18276622.0,1.1034,1.1483
YGYI,Consumer Defensive,20.799999237060547,1,134043000.0,0.5654,0.5694,3369000.0,5369000.0,0.0401,0.2888,0.7106,24.0,0.6982,0.7168,0.2954,0.8859999999999999,1902000.0,-1135000.0,0.0,0.9441
UG,Consumer Defensive,3.3326624355887624,1,13449679.0,-0.1276,0.6046,5490975.0,4050416.0,0.3012,0.2748,0.2719,22.5341,6.7769,5.9284,0.0,15.04,4480752.0,4426162.0,-0.3125,-0.3139
LWAY,Consumer Defensive,-36.89596199442522,0,118960000.0,0.2198,0.2426,4235000.0,1956000.0,0.0164,0.0438,0.0521,154.4167,2.5462,2.5698,0.2013,2.833,5092000.0,1472000.0,-0.6129,-0.608
ACU,Consumer Defensive,-10.369640328726003,0,107222306.0,0.1969999999999999,0.3561,7394461.0,4789005.0,0.0447,0.1215,0.0976,13.5068,0.6133,0.8172,0.6124,3.743,4649020.0,3379951.0,0.1148,0.1964
ALCO,Consumer Defensive,-22.149607200596517,0,104003000.0,0.023,0.2038,9367000.0,9495000.0,0.0913,0.0587,0.0409,29.5349,2.697,3.0324,0.4072,6.082000000000001,25063000.0,11783000.0,-0.5169,-0.5167
ASPU,Consumer Defensive,-21.111114422480128,0,3981722.0,0.483,0.5329,-4776670.0,-5350348.0,-1.3437,2.9976,12.7576,0.0,2.9183,3.5941,-2.1326,0.517,-3664964.0,-4050991.0,0.4706,0.1154
CHSCO,Consumer Defensive,7.554475336113815,1,42664000000.0,,0.0386039752484529,1045000000.0,1081000000.0,0.0253375210950679,,,,,,,,1427000000.0,483000000.0,,
CHSCP,Consumer Defensive,5.588063400741056,1,42664000000.0,,0.0386039752484529,1045000000.0,1081000000.0,0.0253375210950679,,,,,,,,1427000000.0,483000000.0,,
CJJD,Consumer Defensive,-25.390624636202112,0,66154587.0,-0.2608,0.0866,-24225154.0,-25356136.0,-0.3833,-1.7703,-4.3135,0.0,0.4477,0.4586,0.5779,0.887,684116.0,-1428925.0,-0.7264,-0.769
CYAN,Consumer Defensive,-23.913044529886605,0,28178000.0,0.0262,0.3971,-210000.0,-420000.0,-0.0149,-0.0204,-0.0207,0.0,1.0203,1.0127,0.266,3.029,2149000.0,-1968000.0,-1.1081,-1.1009
DIT,Consumer Defensive,1.3294124823563724,1,1236755388.0,0.0212,0.0619,9396369.0,4959528.0,0.004,0.0895,0.0713,10.8515,0.0413,0.0567,0.3456,2.999,7662454.0,5058501.0,-0.1335,-0.1573
DTEA,Consumer Defensive,-12.746475283481375,0,108169000.0,,0.5525,7397000.0,-6164000.0,-0.057,,,0.0,2.264,2.2843,,,14202000.0,5444000.0,,
FTFT,Consumer Defensive,-30.612245518582288,0,99060202.0,0.2541,0.2955,17442410.0,7871448.0,0.0795,0.0434,0.06,3.2667,0.2638,-0.1961,0.3032,1.5,4176425.0,-36429257.0,-0.3478,-0.3531
IBA,Consumer Defensive,3.701622398351217,1,2833248813.2375,-0.0693,0.2222,373171504.1367,266693747.4569,0.0941,0.1617,0.0167,9.3575,0.7163,,0.1008,0.25,338128577.2413,254975315.3398,0.7041,0.7038
JVA,Consumer Defensive,-25.818885121661,0,108863097.0,-0.1875,0.1426,8001527.0,4967535.0,0.0456,0.1931,0.1951,7.3333,0.3296,0.3178,0.0971,2.955,30066.0,-474578.0,4.3913,4.3559
LINC,Consumer Defensive,-25.746270150483927,0,218040000.0,0.0113,0.5262,-23659000.0,-56133000.0,-0.2574,-0.6762,-0.5651,0.0,0.3089,0.4138,0.7852,1.354,12022000.0,4617000.0,-0.0789,-0.0945
LND,Consumer Defensive,4.123571821970304,1,69279927.1734,-0.3696,0.0898,-12134274.01,-6081929.9044,-0.0878,-0.0229,-0.094,0.0,1.6889,,0.2058,0.6036,10414201.1834,15868456.9868,-1.4712,-1.4709
MTEX,Consumer Defensive,-25.079488921699447,0,190081000.0,0.0713,0.7982,12742000.0,6496000.0,0.0342,0.207,0.3175,10.9221,0.3741,0.2281,0.0559,1.495,9420000.0,7886000.0,1.0339,1.0466
NATR,Consumer Defensive,-28.938578559970544,0,366367000.0,-0.0094,0.75,19048000.0,10019000.0,0.0273,0.0777,0.0874,25.5517,0.7581,0.591,0.0,2.094,14182000.0,-12018000.0,-0.4766,-0.431
NGVC,Consumer Defensive,-23.47858485099561,0,520674000.0,0.209,0.291,24248000.0,13473000.0,0.0259,0.1363,0.098,27.1333,0.7028,0.7352,0.2223,1.345,31749000.0,-4763000.0,0.2766,0.2768
NHTC,Consumer Defensive,197.2694728356632,1,124590000.0,1.3719,0.7834,20820000.0,20370000.0,0.1635,0.7701,0.7937,6.8563,1.1766,0.8144,0.0,2.031,30613000.0,30274000.0,3.4722,3.9975
OBCI,Consumer Defensive,-50.80459152609147,0,33926988.0,0.0374,0.3575,3023256.0,2048077.0,0.0604,0.1022,0.103,19.6522,1.1876,1.1303,0.0558,5.909,1786353.0,955536.0,0.3529,0.4018
PME,Consumer Defensive,-47.88452607521921,0,233427011.0,0.9029,0.3324,70375624.0,85760705.0,0.3674,0.5746,0.5542,2.5741,0.9415,1.2632,0.5886,1.732,33928408.0,10566713.0,-0.1429,-0.1341
REED,Consumer Defensive,-8.813558856292355,0,43422000.0,0.1647,0.2995,276000.0,-754000.0,-0.0174,-0.2065,-0.1112,0.0,1.7777,1.9266,2.0329,1.238,1016000.0,686000.0,0.5,0.5023
RELV,Consumer Defensive,-52.06611788922943,0,57344959.0,-0.1592,0.7967,95730.0,724569.0,0.0126,0.0426,0.0576,19.5,0.2584,0.2454,0.2497,1.96,-391724.0,-1299941.0,0.0,-0.067
RMCF,Consumer Defensive,-15.5805277675242,0,39184807.0,0.079,0.4995,5235521.0,1478212.0,0.0407,0.0902,0.0938,16.4861,1.8526,1.8573,0.0,2.614,5663917.0,5616197.0,1.8333,1.9715
SENEB,Consumer Defensive,0.2506263268008833,1,1340000000.0,,0.067910447761194,24000000.0,14000000.0,0.01044776119403,,,,,,,,58000000.0,39000000.0,,
THST,Consumer Defensive,-63.476069591079714,0,22000000.0,,0.31818181818182,-1000000.0,-1000000.0,-0.045454545454545,,,,,,,,-7000000.0,-8000000.0,,
WILC,Consumer Defensive,-36.72230697573949,0,83564056.9395,-0.1363,0.2422,6004321.3015,4792577.5292,0.0574,0.0488,0.0136,18.8009,0.2735,,0.0,3.7687,4995678.6985,3188866.2938,-0.4775,-0.4767
WVVI,Consumer Defensive,19.594591764571323,1,15156159.0,0.142,0.5949,2806222.0,2161340.0,0.1426,0.102,0.0766,12.8889,1.8607,2.1895,0.2597,4.627,3006548.0,-709961.0,0.5517,0.5183
CX,Basic Materials,-41.24949729384192,0,13559066865.5907,-0.0709,0.3261,1139834531.3983,74799945.748,0.0055,0.0084,0.0166,0.0,1.7466,,1.8644,0.0599,813237488.1324,408721009.0872,0.4746,1.0477
VALE,Basic Materials,-56.36293345501039,0,35124000000.0,-0.249,0.3512,8372000000.0,657000000.0,0.0187,0.0119,0.0078,62.9231,1.2495,,0.5539,1.5619999999999998,15610000000.0,3833000000.0,0.1818,0.125
AKS,Basic Materials,-62.47906049817743,0,6505700000.0,0.1679,0.0765,139400000.0,-96900000.0,-0.0149,0.1968,-0.0318,0.0,0.1617,0.5232,-4.9178,1.74,-322800000.0,-403900000.0,-0.9118,-1.0705
GSM,Basic Materials,-36.60122033644252,0,1417079000.0,-0.032,0.3735,95172000.0,38437000.0,0.0271,0.0785,0.0441,44.1795,0.6023,,1.0469,1.951,191420000.0,191420000.0,0.3448,0.3511
FCX,Basic Materials,-70.57682249401594,0,20001000000.0,-0.044,0.0753,-298000000.0,-1103000000.0,-0.0551,-0.0603,-0.0223,0.0,1.2136,2.1328,1.0307,1.749,5631000000.0,3302000000.0,-1.4773,-1.4921
NUE,Basic Materials,-14.856608891955863,0,21105141000.0,0.1078,0.0876,1303039000.0,679337000.0,0.0322,0.0874,0.0705,23.1368,0.7414,0.9053,0.5898,3.071,1342898000.0,711479000.0,0.3882,0.392
X,Basic Materials,-69.64392345491194,0,17507000000.0,0.0048,0.1172,687000000.0,102000000.0,0.0058,0.0268,0.0149,37.662,0.2222,0.3447,0.9208,1.633,1553000000.0,1102000000.0,1.0607,1.062
AUY,Basic Materials,-52.42875427484408,0,1835100000.0,-0.0041,0.1557,-798700000.0,-1383100000.0,-0.7537,-0.206,-0.1261,0.0,1.6502,,0.3403,1.058,529400000.0,-132700000.0,-1.8644,-2.0994
CLF,Basic Materials,-77.52489085992593,0,3373200000.0,-0.133,0.2626,95500000.0,-7224200000.0,-2.1416,5.0473,-4.6871,0.0,0.3243,1.0816,-1.9748,1.493,358900000.0,74800000.0,-21.0506,-20.9435
GFI,Basic Materials,-40.12693263898003,0,2868800000.0,-0.0129,0.1863,260600000.0,12800000.0,0.0045,0.0036,0.0026,226.5,1.2167,,0.5316,1.538,808500000.0,808500000.0,1.0606,1.0516
KGC,Basic Materials,-37.241379565489545,0,3466300000.0,-0.0829,-0.182,-1242700000.0,-1247800000.0,-0.36,-0.2577,-0.1688,0.0,0.9302,,0.425,4.28,1043400000.0,442100000.0,0.6890000000000001,0.6665
HMY,Basic Materials,-52.06185230062152,0,1515000000.0,,-0.051485148514851,,-118000000.0,-0.0778877887788779,,,,,,,,219000000.0,-38000000.0,,
NGD,Basic Materials,-47.51131463354957,0,726000000.0,-0.0689,0.134,-383900000.0,-477100000.0,-0.6572,-0.2101,-0.1348,0.0,2.9819,,0.385,6.049,268800000.0,-10500000.0,-1.4359,-1.4953
GGB,Basic Materials,-63.81196035435009,0,15976845287.27,-0.0537,0.1208,811334209.5381,526801727.3751,0.033,0.0436,0.0248,11.5297,0.1435,,0.6062,0.9992,1458040180.2478,1007884716.4852,-0.2183,-0.2147
TS,Basic Materials,-17.8810091528018,0,10338000000.0,,0.39185529115883,2101000000.0,1159000000.0,0.11211065970207,,,,,,,,2044000000.0,955000000.0,,
AA,Basic Materials,-37.20341070708819,0,13147000000.0,0.0457,0.1977,246000000.0,-256000000.0,-0.0195,-0.0242,-0.0222,0.0,0.3873,0.3576,0.0323,1.067,842000000.0,398000000.0,,0.912
EGO,Basic Materials,-53.50836475437266,0,1067899000.0,-0.0499,0.3455,256849000.0,102607000.0,0.0961,0.0194,0.0155,43.4286,4.0777,,0.114,4.214,283345000.0,-127198000.0,1.1538,1.1571
OLN,Basic Materials,-22.373666786876186,0,2241200000.0,-0.1089,0.1731,203500000.0,105700000.0,0.0472,0.1043,0.0772,16.9925,0.7944,0.9811,0.6662,2.161,159200000.0,93000000.0,-0.3982,-0.4082
JCI,Basic Materials,-23.31978190469324,0,38749000000.0,0.0432,0.1627,1765000000.0,1178000000.0,0.0317,0.1074,0.1572,15.6252,0.6158,0.8066,0.5906,1.121,2395000000.0,1425000000.0,-0.25,-0.5465
AU,Basic Materials,-19.134403942609943,0,5110000000.0,-0.0507,0.2252,629000000.0,-39000000.0,-0.0076,-0.0137,-0.0071,0.0,0.6855,,1.3079,1.676,1343000000.0,1230000000.0,0.9778,0.9823
CMC,Basic Materials,-12.619352796576033,0,6790438000.0,0.0287,0.1022,241994000.0,77315000.0,0.0117,0.0609,0.0306,18.1979,0.3031,0.4307,1.0158,3.029,136940000.0,72601000.0,0.4394,0.4647
MAS,Basic Materials,30.792916329129,1,7006000000.0,0.0362,0.294,721000000.0,856000000.0,0.1222,0.9264,0.3487,9.2267,1.126,1.3743,3.7056,1.6369999999999998,602000000.0,490000000.0,1.975,1.9722
TECK,Basic Materials,-71.17510882272742,0,7400172117.0396,-0.1608,0.1785,901893287.4355,311531841.6523,0.0421,0.0195,0.0114,25.1568,0.9141,,0.4537,1.7565,1960413080.895,671256454.389,-0.6525,-0.6551
TRQ,Basic Materials,-22.324159734907703,0,1735646000.0,32.6888,0.2884,102095000.0,26929000.0,0.0155,0.0033,0.0035,310.0,1.797,,0.0017,3.173,696870000.0,464837000.0,1.1111,1.2404
WPM,Basic Materials,-39.49296018853665,0,620176000.0,-0.1222,0.4981,201058000.0,199826000.0,0.3222,0.0551,0.62,36.3036,11.7158,,0.2752,20.932,433913000.0,433913000.0,-0.4667,-0.4678
BTG,Basic Materials,-41.04046567226236,0,0.0,0.0,0.0,-440962000.0,-666385000.0,0.0,-0.4533,-0.3511,0.0,0.0,,0.2585,3.065,117240000.0,-194416000.0,-13.8571,-10.9013
CENX,Basic Materials,-82.07623640047271,0,1931042000.0,0.3278,0.1045,140123000.0,126474000.0,0.0655,0.1144,0.0785,18.626,1.1239,1.1709,0.2305,2.033,207680000.0,151558000.0,3.8889,4.1373
HL,Basic Materials,-33.1172769731603,0,500781000.0,0.3089,0.1701,21628000.0,17824000.0,0.0356,0.0128,0.0087,55.8,2.0468,2.6697,0.3734,3.477,83124000.0,-38985000.0,1.625,1.6725
STLD,Basic Materials,-7.567285135997716,0,8755952000.0,0.1876,0.1103,320320000.0,157024000.0,0.0179,0.0539,0.0301,29.0294,0.542,0.8391,1.0236,3.454,628224000.0,516439000.0,-0.1928,-0.1706
AWI,Basic Materials,-9.553010312247885,0,1294300000.0,-0.4879,0.296,133000000.0,63800000.0,0.0493,0.0983,0.0429,44.4522,2.1679,2.8303,1.6062,2.091,208800000.0,-14100000.0,-0.2875,-0.322
CDE,Basic Materials,-53.20754849388739,0,635742000.0,-0.1478,-0.0073,-1565982000.0,-1186874000.0,-1.8669,-2.1411,-1.0588,0.0,0.8315,1.1425,0.8453,3.366,53548000.0,-10696000.0,-0.7429,-0.8244
CE,Basic Materials,14.245129918543864,1,6802000000.0,0.0449,0.2376,760000000.0,624000000.0,0.0917,0.2214,0.1225,14.8784,1.3543,1.6352,0.9663,2.016,962000000.0,284000000.0,-0.4211,-0.4332
HUN,Basic Materials,-48.8097004451217,0,11578000000.0,0.045,0.1657,633000000.0,323000000.0,0.0279,0.1817,0.0453,17.1278,0.4805,0.8481,2.8836,2.161,754000000.0,153000000.0,1.4717,1.5234
CSTM,Basic Materials,-54.30267278965183,0,4438256658.5956,-0.0768,0.1318,181598062.95400003,61743341.4044,0.0139,-1.186,0.0349,28.274,0.4707,,-31.6977,2.3608,209443099.2736,-31476997.5787,-0.5733,-0.542
IAG,Basic Materials,-49.46619266902732,0,1007900000.0,0.0637,0.1141,-42600000.0,-198900000.0,-0.1973,-0.076,-0.057,0.0,1.009,,0.2451,2.998,312200000.0,-42400000.0,0.7511,0.7689
WY,Basic Materials,-13.649550442312275,0,5489000000.0,-0.2433,0.2649,987000000.0,1826000000.0,0.3327,0.3443,0.1635,11.2156,3.4286,4.1249,1.0185,3.056,1109000000.0,714000000.0,2.3474,2.3
SID,Basic Materials,-46.04172226876477,0,6055663537.3639,-0.1742,0.2811,933853924.1457,-39511077.7319,-0.0065,-0.013,-0.0024,0.0,0.1881,,3.4322,1.0837,309316184.754,-384824258.3552,-1.2009,-1.1833
SLCA,Basic Materials,-28.110184247512606,0,876741000.0,0.6058,0.3538,176167000.0,121540000.0,0.1386,0.301,0.1236,11.3673,1.5798,1.7587,1.226,3.968,171411000.0,78822000.0,0.5887,0.615
CF,Basic Materials,-21.87530528145711,0,4743000000.0,-0.1337,0.3749,1573000000.0,1390000000.0,0.2931,0.3302,0.1964,10.0383,2.8579,3.387,1.0909,2.583,1421000000.0,-377000000.0,0.0949,-0.0509
LYB,Basic Materials,12.187883417883912,1,45608000000.0,0.0351,0.1462,5736000000.0,4174000000.0,0.0915,0.502,0.2789,9.8867,0.8715,0.9684,0.8474,2.142,6048000000.0,4549000000.0,0.1837,0.0822
VMC,Basic Materials,42.40730053340632,1,2994169000.0,0.0807,0.1962,538138000.0,204923000.0,0.0684,0.0491,0.0579,42.1346,2.8912,3.5069,0.4752,2.037,261007000.0,62183000.0,7.1053,7.4047
CC,Basic Materials,2248.62082842859,1,6432000000.0,-0.0623,0.2114,511000000.0,400000000.0,0.0622,0.109,0.1039,0.1092,0.4784,1.0891,0.0,1.388,505000000.0,-99000000.0,-0.0556,-0.0544
LPX,Basic Materials,8.887546277514568,1,1934800000.0,-0.0721,0.0915,-77600000.0,-75400000.0,-0.039,-0.0676,-0.0445,0.0,1.2172,1.3278,0.6786,5.502999999999999,-52900000.0,-133000000.0,-1.4309,-1.4257
NEM,Basic Materials,-6.517043309250172,0,6819000000.0,-0.1896,0.4253,993000000.0,508000000.0,0.0745,0.0494,0.0301,18.5294,1.3825,1.994,0.6469,2.475,1438000000.0,398000000.0,1.2004,1.2005
MEOH,Basic Materials,-25.599584479963497,0,3223399000.0,0.0659,0.2032,696840000.0,454610000.0,0.141,0.2545,0.1248,9.5678,1.3664,,0.9971,2.056,801017000.0,143005000.0,0.3343,0.3811
RIO,Basic Materials,-32.89605930869074,0,47664000000.0,-0.0685,0.2886,11909000000.0,6527000000.0,0.1369,0.141,0.0845,13.0445,1.3774,,0.5449,1.703,19194000000.0,11776000000.0,0.78,0.7809
EMN,Basic Materials,-9.6738590931031,0,9527000000.0,0.0189,0.2331,1162000000.0,751000000.0,0.0788,0.214,0.1204,15.0815,1.1827,1.9526,2.1507,1.569,1433000000.0,840000000.0,-0.332,-0.3554
MLM,Basic Materials,24.494311658791407,1,2957951000.0,0.3722,0.1766,314873000.0,155601000.0,0.0526,0.0358,0.0384,40.4103,2.5089,3.0082,0.3644,2.633,381658000.0,149475000.0,0.042,0.2824
FOE,Basic Materials,-14.592937829519368,0,1111626000.0,-0.0647,0.2565,-10526000.0,86071000.0,0.0774,0.2653,0.146,13.0909,1.0141,1.1636,0.9454,2.592,60473000.0,6705000.0,0.2073,0.1964
MOS,Basic Materials,-38.11707681490027,0,9055800000.0,-0.0921,0.2127,1306000000.0,1028600000.0,0.1136,0.0961,0.0795,16.9703,1.8718,2.0328,0.3581,3.266,2122100000.0,1193000000.0,-0.3937,-0.4554
MT,Basic Materials,-60.33627587379349,0,79282000000.0,-0.002,0.0756,3034000000.0,-1086000000.0,-0.0137,-0.0258,-0.0203,0.0,0.2317,,0.4704,1.328,3870000000.0,205000000.0,0.6712,0.5733
CCJ,Basic Materials,-22.398434101210817,0,2063280550.7745,-0.0998,0.266,32987951.8072,159409638.5542,0.0773,0.034,0.0261,40.5686,2.7069,,0.2739,3.4501,413237521.5146,666953.5284,-0.4687,-0.4675
AXTA,Basic Materials,1.5624994321203762,1,4391500000.0,0.1015,0.3403,369500000.0,27400000.0,0.0062,0.0262,0.0112,216.8333,1.3615,2.0964,3.4597,1.978,251400000.0,63000000.0,1.1237,1.1218
AEM,Basic Materials,-1.5448712586140338,0,1896766000.0,0.1577,0.4704,282596000.0,82970000.0,0.0437,0.0204,0.0145,57.8837,2.2857,,0.3433,2.732,668324000.0,192912000.0,1.0982,1.1208
PVG,Basic Materials,-18.18181677438852,0,0.0,0.0,0.0,-7713425.1291,-10709982.7883,0.0,-0.016,-0.0154,0.0,0.0,,0.0,3.0491,-4565404.475,-63709122.2031,0.3703,0.3129
ASH,Basic Materials,-11.47524930596362,0,6121000000.0,0.0049,0.2477,44000000.0,233000000.0,0.0381,0.065,0.0543,16.7532,0.6494,0.9527,0.9068,2.111,643000000.0,398000000.0,-0.6499,-0.6589
ARLP,Basic Materials,-65.58480208849207,0,2300721000.0,0.0431,0.3874,544208000.0,497229000.0,0.2161,0.4901,0.3137,9.0252,1.3858,1.7394,0.8261,0.81,739201000.0,432195000.0,0.314,0.319
BHP,Basic Materials,-42.32362567584414,0,56762000000.0,0.0539,1.0,20239000000.0,13832000000.0,0.2437,0.1748,0.1224,26.3269,3.873,,0.4411,1.234,25364000000.0,9852000000.0,0.2326,0.2325
AGI,Basic Materials,-55.07134402151327,0,288300000.0,0.0217,-0.1048,-148700000.0,-169600000.0,-0.5883,-0.104,-0.0958,0.0,3.1584,,0.1927,3.5380000000000003,77400000.0,-111400000.0,-5.5,-5.372000000000001
CBT,Basic Materials,-4.084499669545907,0,3647000000.0,0.0553,0.1977,335000000.0,199000000.0,0.0546,0.1025,0.086,16.5915,0.899,1.1746,0.552,2.165,315000000.0,144000000.0,0.2839,0.3007
AG,Basic Materials,-37.3563196866248,0,245473000.0,-0.0232,0.1229,-98499000.0,-61448000.0,-0.2503,-0.118,-0.0895,0.0,2.3932,,0.1592,0.963,93383000.0,-10893000.0,-0.5758,-0.6072
KS,Basic Materials,-20.90349445852885,0,2301000000.0,,0.32551064754455,300000000.0,172000000.0,0.074750108648414,,,,,,,,313000000.0,176000000.0,,
NG,Basic Materials,35.80645702135815,1,0.0,0.0,0.0,-38008000.0,-40484000.0,0.0,-0.0999,-0.2017,0.0,0.0,0.0,0.2253,8.793,-9808000.0,-9808000.0,0.35,0.3549
HCLP,Basic Materials,-80.90938396453082,0,386547000.0,1.1598,0.4154,133866000.0,122965000.0,0.3181,,,,,,,,104265000.0,22084000.0,,
BCC,Basic Materials,-33.37681698811572,0,3573732000.0,0.0917,0.1422,145549000.0,80009000.0,0.0224,0.1625,0.0924,18.3005,0.4097,0.4463,0.5976,2.952,101843000.0,40626000.0,-0.3024,-0.3158
UEC,Basic Materials,-40.11299693773557,0,0.0,-1.0,0.0,-22836594.0,-25975107.0,0.0,-0.6589,-0.4583,0.0,0.0,0.0,0.4681,4.996,-21268103.0,-21593179.0,-0.1154,-0.1881
SQM,Basic Materials,-20.010413764658736,0,2014214000.0,-0.0858,0.2894,422145000.0,236889000.0,0.1176,0.1061,0.0612,25.8358,1.6487,,0.8006,4.731,591044000.0,479057000.0,-0.4915,-0.4929
SXT,Basic Materials,6.607540528828701,1,1447821000.0,-0.0098,0.3374,130665000.0,73646000.0,0.0509,0.0703,0.0715,39.6974,2.007,2.3155,0.446,3.3760000000000003,189188000.0,109790000.0,-0.3348,-0.35
FMC,Basic Materials,-30.12521256607441,0,3258700000.0,0.0409,0.3716,414800000.0,307500000.0,0.0944,0.2009,0.1574,21.5053,2.0228,2.5153,1.1201,1.536,373700000.0,191700000.0,0.0602,0.0463
SCCO,Basic Materials,-7.099649672205426,0,5787700000.0,-0.0278,0.5092,2191900000.0,1333000000.0,0.2303,0.2296,0.154,17.5155,3.9864,4.5841,0.7203,2.073,1355900000.0,-173900000.0,-0.1615,-0.1764
BMCH,Basic Materials,8.414240820606821,1,1311498000.0,0.0837,0.225,54132000.0,94032000.0,0.0717,0.5251,0.2501,6.3306,0.3058,0.4635,1.5083,2.923,30732000.0,4376000.0,3.2679,3.3423
GRA,Basic Materials,4.086516636459739,1,1757300000.0,-0.4259,0.3779,168600000.0,276300000.0,0.1572,0.7551,0.2493,25.9918,4.0072,4.8371,5.5092,1.233,-1473300000.0,-1605600000.0,0.1,0.0789
SUM,Basic Materials,40233.29349046558,1,1432000000.0,0.1891,0.2249,167000000.0,-8777000.0,-0.0073,-0.0307,-0.0085,28.8026,1.3993,2.2764,3.6717,1.372,79238000.0,16498000.0,,4.1902
MUX,Basic Materials,-2.991359374741769,0,45303000.0,-0.0148,0.0656,-383745000.0,-311943000.0,-6.8857,-0.7070000000000001,-0.9708,0.0,6.6209,6.3237,0.0,1.649,-14906000.0,-17656000.0,-1.1,-1.1114
TROX,Basic Materials,-81.76952272386643,0,1737000000.0,-0.0963,0.1192,0.0,-427000000.0,-0.2458,-0.2652,-0.0993,0.0,1.578,2.2194,1.4863,6.505,141000000.0,-46000000.0,-2.3694,-2.3889
OEC,Basic Materials,-22.52062678074006,0,1596124697.3366,-0.1338,0.2284,126292978.2082,-67722760.2906,-0.0424,-1.0122,-0.0997,0.0,0.7685,,0.1933,2.7954,208737288.1356,130705811.138,-1.2719,-1.5977
SBGL,Basic Materials,-16.393348037321868,0,1886737699.2377,0.0222,0.1935,300424462.9245,134398821.8988,0.0712,0.1059,0.3992,12.2146,0.3249,,0.2163,0.047,351056826.0568,71413721.4137,-0.3525,-0.1683
ALB,Basic Materials,-4.969031133354875,0,2445548000.0,0.0214,0.3152,271298000.0,133316000.0,0.0545,0.0981,0.0387,35.5799,1.9241,2.1058,2.1583,2.938,492609000.0,382033000.0,-0.6551,-0.6773
